split,target,uq_method,model,prefix,n,n_success,auroc,auprc,prr_at_0_5,brier,nll,ece
test,action,sum_logprob,binary_bayes,,50,20,0.6666666666666666,0.5192500693515124,0.4784207523177227,0.24808359344797942,0.7346071238061259,0.20525247422496817
test,action,sum_logprob,binary_bayes_sep,,50,20,0.6508333333333334,0.4748645840158264,0.6083077489184479,0.2676223542395335,0.7409143672630552,0.2871007231712723
test,action,sum_logprob,binary_bayes_lr_pos,,50,20,0.6183333333333333,0.5004131050939407,0.49758922737906003,0.24713807820070177,0.6822909868905589,0.16346262172781947
test,action,sum_logprob,binary_bayes_lr_neg,,50,20,0.38333333333333336,0.32954947727709294,0.006341324996377417,0.2583032667162066,0.6956202303060814,0.23905263321114212
test,action,sum_logprob,binary_bayes_double,,50,20,0.56,0.46985263158283636,0.28147798901337395,0.2577462999597076,0.6988855278803545,0.218134942856381
test,action,sum_logprob,continuous_bayes,,50,20,0.5866666666666667,0.51627444155631,0.6019755728250904,0.5194892304668194,4.991900360817677,0.527491243237208
test,action,sum_logprob,tempered_continuous_bayes,,50,20,0.71,0.49958705697060835,0.8608326784174779,0.46188614877686623,2.418503881151424,0.49831742016885155
test,action,sum_logprob,bayes_state,,50,20,0.8225,0.9011681584773129,0.6743729027404939,0.1632491482613985,0.4968305653934244,0.08803381588087272
test,action,sum_logprob,bayes_state_plus_binary,,50,20,0.8083333333333333,0.686643281518079,0.7524132789332285,0.17500207190224956,0.526746245239736,0.13894122960233418
test,action,sum_logprob,bayes_state_plus_sep,,50,20,0.825,0.7826300316766848,0.7401169556119399,0.17947289628828905,0.5258855081970288,0.11321179594147393
test,action,sum_logprob,bayes_state_plus_lr_pos,,50,20,0.855,0.7590374865537404,0.8049027119581107,0.16444653775851648,0.4898444686182701,0.11689103193644225
test,action,sum_logprob,bayes_state_plus_lr_neg,,50,20,0.7533333333333333,0.622209775278829,0.5868085677306406,0.18729287170499984,0.5351917334990839,0.11218664353183326
test,action,sum_logprob,bayes_state_plus_double,,50,20,0.765,0.6278497914624076,0.7054263756964975,0.18492733426012603,0.5263562748524794,0.12070638394947432
test,action,sum_logprob,bayes_state_plus_continuous,,50,20,0.6116666666666667,0.5209587849906534,0.6019755728250904,0.5138594082551642,4.675004077546826,0.5246085864787348
test,action,sum_logprob,bayes_state_plus_tempered,,50,20,0.7316666666666667,0.51800506926914,0.8588567219893647,0.39327717128426637,2.178493104098876,0.4298468462264279
test,action,sum_logprob,stepwise_bayes_state,,50,20,0.5833333333333334,0.42344051096801316,0.5690732657959413,0.3417785302452435,1.1141715816542834,0.32955334628431754
test,action,sum_logprob,stepwise_bayes_state_plus_binary,,50,20,0.5983333333333334,0.438248574328625,0.6339267721229686,0.3416289056533472,1.165815464053669,0.3971716845529199
test,action,sum_logprob,stepwise_bayes_state_plus_sep,,50,20,0.6183333333333333,0.4522886612309821,0.5788571082218852,0.3153903243518778,1.2725049151068033,0.33866467667597266
test,action,sum_logprob,stepwise_bayes_state_plus_lr_pos,,50,20,0.585,0.44086752851816574,0.528882375408821,0.34745079360700015,1.1206663389974478,0.3948252691360732
test,action,sum_logprob,stepwise_bayes_state_plus_lr_neg,,50,20,0.4683333333333333,0.36595143608131653,0.21093989700330437,0.3497100455373687,1.1303332373673716,0.32430346566453855
test,action,sum_logprob,stepwise_bayes_state_plus_double,,50,20,0.525,0.41109398981254514,0.22129533521222627,0.3595654791977014,1.1538468092192926,0.37195066130245613
test,action,sum_logprob,stepwise_bayes_state_plus_continuous,,50,20,0.5866666666666667,0.51627444155631,0.6019755728250904,0.5273276090545408,5.067825198752353,0.5323832221361848
test,action,sum_logprob,stepwise_bayes_state_plus_tempered,,50,20,0.615,0.43784169972888176,0.6681890960267729,0.4926474548124593,2.5967146987360796,0.5228112839760319
test,action,mean_token_logprob,feature_last,,50,20,0.415,0.3432587576427343,-0.05715962643031735,0.2390790443108527,0.6620866789909394,0.07346678714665339
test,action,mean_token_logprob,feature_mean,,50,20,0.25833333333333336,0.29224782212260225,-0.5908727398526357,0.26020521946803793,0.7162939867565076,0.13761562101353667
test,action,mean_token_logprob,feature_min,,50,20,0.18666666666666668,0.27489146662212793,-0.9192244824513375,0.2500992146086657,0.6949961790101368,0.09208244138869758
test,action,mean_token_logprob,feature_max,,50,20,0.6433333333333333,0.6512690267214261,0.2229890402643999,0.21756886520195262,0.6325501710759787,0.20774730712154452
test,action,mean_token_logprob,feature_median,,50,20,0.5416666666666666,0.4447171209181505,0.20178021568424323,0.24191226690153697,0.6760101213014957,0.08244727231025775
test,action,mean_token_logprob,feature_ewma,,50,20,0.6583333333333333,0.4846060195251372,0.5055504287773331,0.23125509709378256,0.6469382062094472,0.10952106262034733
test,action,mean_token_logprob,feature_fraction_uncertain,,50,20,0.5425,0.6464331096886888,-0.23405857434932703,0.2439140045303792,0.6817322647670686,0.06220066522293374
test,action,mean_token_logprob,feature_last_k_mean,,50,20,0.4866666666666667,0.37446844339103935,0.18219869729074267,0.2377548576369982,0.6633712964189953,0.08285391568535361
test,action,mean_token_logprob,feature_cvar,,50,20,0.235,0.2863732368364051,-0.7028217873759263,0.2595732099221891,0.7148932217501942,0.1355393931782886
test,action,mean_token_logprob,binary_bayes,,50,20,0.48583333333333334,0.4200946811201115,-0.03964625412598371,0.2527043379734684,0.6975721729516561,0.1514838523542674
test,action,mean_token_logprob,binary_bayes_sep,,50,20,0.6583333333333333,0.47791632122197536,0.5807026821095304,0.2553893802000253,0.7287294073188193,0.1999862154162019
test,action,mean_token_logprob,binary_bayes_lr_pos,,50,20,0.47333333333333333,0.3817453824424838,0.15893354192799408,0.25100356762384995,0.6954073473954442,0.13367961167394493
test,action,mean_token_logprob,binary_bayes_lr_neg,,50,20,0.38333333333333336,0.32954947727709294,0.006341324996377417,0.2583032667162066,0.6956202303060814,0.23905263321114212
test,action,mean_token_logprob,binary_bayes_double,,50,20,0.4266666666666667,0.3837857344396894,0.1191173764283515,0.2634182124639105,0.7078045875779694,0.28691257422668864
test,action,mean_token_logprob,continuous_bayes,,50,20,0.6183333333333333,0.5085045281308493,0.5924592120406483,0.543043632555474,4.823845132188324,0.5503111933738933
test,action,mean_token_logprob,tempered_continuous_bayes,,50,20,0.7033333333333334,0.4961418604419844,0.8164627791515228,0.4808968248238261,2.3338364859310996,0.515593172331303
test,action,mean_token_logprob,bayes_state,,50,20,0.8225,0.9011681584773129,0.6743729027404939,0.1632491482613985,0.4968305653934244,0.08803381588087272
test,action,mean_token_logprob,bayes_state_plus_binary,,50,20,0.8133333333333334,0.7711724724899446,0.7011559085601434,0.174796943289865,0.5158405698050756,0.09830407077526136
test,action,mean_token_logprob,bayes_state_plus_sep,,50,20,0.7883333333333333,0.6022568993680459,0.816985873983103,0.18653395853588556,0.5577486498183064,0.1840468600134021
test,action,mean_token_logprob,bayes_state_plus_lr_pos,,50,20,0.795,0.6540718124080765,0.6790844853767984,0.1701232725146129,0.5127679218432597,0.1795776586672746
test,action,mean_token_logprob,bayes_state_plus_lr_neg,,50,20,0.7533333333333333,0.622209775278829,0.5868085677306406,0.18729287170499984,0.5351917334990839,0.11218664353183326
test,action,mean_token_logprob,bayes_state_plus_double,,50,20,0.7783333333333333,0.63582230733946,0.6730677396697136,0.19376109839930222,0.5515326710780732,0.1437786529200698
test,action,mean_token_logprob,bayes_state_plus_continuous,,50,20,0.6183333333333333,0.5085045281308493,0.5924592120406483,0.530035175573797,4.517262001789249,0.5434554254261383
test,action,mean_token_logprob,bayes_state_plus_tempered,,50,20,0.7066666666666667,0.49814985603834205,0.8349432119248814,0.4021243943550313,2.1036518547209084,0.4619156365600879
test,action,mean_token_logprob,stepwise_bayes_state,,50,20,0.5833333333333334,0.42344051096801316,0.5690732657959413,0.3417785302452435,1.1141715816542834,0.32955334628431754
test,action,mean_token_logprob,stepwise_bayes_state_plus_binary,,50,20,0.56,0.420459470560502,0.4347200949691464,0.3506283699135851,1.1345574000934404,0.3644324998749069
test,action,mean_token_logprob,stepwise_bayes_state_plus_sep,,50,20,0.595,0.43575730133388324,0.5821661830483496,0.34096470191832223,1.1247855845674792,0.38389435360522317
test,action,mean_token_logprob,stepwise_bayes_state_plus_lr_pos,,50,20,0.5666666666666667,0.4224627778855804,0.4681305451716182,0.3457335985551843,1.1435363145647728,0.37550218359121407
test,action,mean_token_logprob,stepwise_bayes_state_plus_lr_neg,,50,20,0.4683333333333333,0.36595143608131653,0.21093989700330437,0.3497100455373687,1.1303332373673716,0.32430346566453855
test,action,mean_token_logprob,stepwise_bayes_state_plus_double,,50,20,0.49166666666666664,0.38740967864230524,0.22657015019381777,0.35272576317448817,1.1489406369298183,0.3413035753857844
test,action,mean_token_logprob,stepwise_bayes_state_plus_continuous,,50,20,0.605,0.4918193717138773,0.5080721426649099,0.543778209859486,4.871890374165731,0.5506856653477803
test,action,mean_token_logprob,stepwise_bayes_state_plus_tempered,,50,20,0.6,0.4286172950342758,0.6387292152543512,0.49916837287237337,2.5547396074805833,0.5372686862997661
test,action,sequence_probability,feature_last,,50,20,0.3283333333333333,0.31316487929383974,-0.31132477276878323,0.24021535239981368,0.6687945904952645,0.07562595098279255
test,action,sequence_probability,feature_mean,,50,20,0.37333333333333335,0.33068402116790263,-0.21110202559491376,0.259097765901621,0.7138834853159051,0.10609793364332258
test,action,sequence_probability,feature_min,,50,20,0.2633333333333333,0.2955096439445965,-0.6245989387540857,0.24970640377821773,0.6941698790625397,0.09235129103227999
test,action,sequence_probability,feature_max,,50,20,0.6416666666666667,0.6619230431960947,0.2393760665923271,0.21519512154214668,0.6227158559799326,0.15127454698338758
test,action,sequence_probability,feature_median,,50,20,0.6933333333333334,0.5855662811799063,0.44421601949793116,0.22302523858900677,0.6597054599266257,0.1653050063430233
test,action,sequence_probability,feature_ewma,,50,20,0.5916666666666667,0.43767490183171914,0.3941835231454273,0.23373018765036246,0.6525638872095797,0.08552136184454232
test,action,sequence_probability,feature_fraction_uncertain,,50,20,0.6066666666666667,0.5889716304307722,-0.004584991026537687,0.22998691288466183,0.6545035598851272,0.08876241997151936
test,action,sequence_probability,feature_last_k_mean,,50,20,0.425,0.34778263149099636,-0.04609794322077558,0.23902573778444958,0.6663618212416741,0.07103771607789539
test,action,sequence_probability,feature_cvar,,50,20,0.3333333333333333,0.31739380693811614,-0.3646433628374266,0.2587181801122165,0.7130345709649728,0.12008609548853055
test,action,sequence_probability,binary_bayes,,50,20,0.6666666666666666,0.5192500693515124,0.4784207523177227,0.24808359344797942,0.7346071238061259,0.20525247422496817
test,action,sequence_probability,binary_bayes_sep,,50,20,0.6508333333333334,0.4748645840158264,0.6083077489184479,0.2676223542395335,0.7409143672630552,0.2871007231712723
test,action,sequence_probability,binary_bayes_lr_pos,,50,20,0.6183333333333333,0.5004131050939407,0.49758922737906003,0.24713807820070177,0.6822909868905589,0.16346262172781947
test,action,sequence_probability,binary_bayes_lr_neg,,50,20,0.38333333333333336,0.32954947727709294,0.006341324996377417,0.2583032667162066,0.6956202303060814,0.23905263321114212
test,action,sequence_probability,binary_bayes_double,,50,20,0.56,0.46985263158283636,0.28147798901337395,0.2577462999597076,0.6988855278803545,0.218134942856381
test,action,sequence_probability,continuous_bayes,,50,20,0.6233333333333333,0.51627444155631,0.6019755728250904,0.5405266740460879,4.860124650563892,0.5480069896060622
test,action,sequence_probability,tempered_continuous_bayes,,50,20,0.7116666666666667,0.5009457526227823,0.8608326784174779,0.47535101931940715,2.3208566065874146,0.5124088569729006
test,action,sequence_probability,bayes_state,,50,20,0.8225,0.9011681584773129,0.6743729027404939,0.1632491482613985,0.4968305653934244,0.08803381588087272
test,action,sequence_probability,bayes_state_plus_binary,,50,20,0.8083333333333333,0.686643281518079,0.7524132789332285,0.17500207190224956,0.526746245239736,0.13894122960233418
test,action,sequence_probability,bayes_state_plus_sep,,50,20,0.825,0.7826300316766848,0.7401169556119399,0.17947289628828905,0.5258855081970288,0.11321179594147393
test,action,sequence_probability,bayes_state_plus_lr_pos,,50,20,0.855,0.7590374865537404,0.8049027119581107,0.16444653775851648,0.4898444686182701,0.11689103193644225
test,action,sequence_probability,bayes_state_plus_lr_neg,,50,20,0.7533333333333333,0.622209775278829,0.5868085677306406,0.18729287170499984,0.5351917334990839,0.11218664353183326
test,action,sequence_probability,bayes_state_plus_double,,50,20,0.765,0.6278497914624076,0.7054263756964975,0.18492733426012603,0.5263562748524794,0.12070638394947432
test,action,sequence_probability,bayes_state_plus_continuous,,50,20,0.6233333333333333,0.51627444155631,0.6019755728250904,0.5289427583845859,4.552678411214788,0.5419354456690496
test,action,sequence_probability,bayes_state_plus_tempered,,50,20,0.7116666666666667,0.5009457526227823,0.8608326784174779,0.39712624554210385,2.092516777062249,0.45934240741125737
test,action,sequence_probability,stepwise_bayes_state,,50,20,0.5833333333333334,0.42344051096801316,0.5690732657959413,0.3417785302452435,1.1141715816542834,0.32955334628431754
test,action,sequence_probability,stepwise_bayes_state_plus_binary,,50,20,0.5983333333333334,0.438248574328625,0.6339267721229686,0.3416289056533472,1.165815464053669,0.3971716845529199
test,action,sequence_probability,stepwise_bayes_state_plus_sep,,50,20,0.6183333333333333,0.4522886612309821,0.5788571082218852,0.3153903243518778,1.2725049151068033,0.33866467667597266
test,action,sequence_probability,stepwise_bayes_state_plus_lr_pos,,50,20,0.585,0.44086752851816574,0.528882375408821,0.34745079360700015,1.1206663389974478,0.3948252691360732
test,action,sequence_probability,stepwise_bayes_state_plus_lr_neg,,50,20,0.4683333333333333,0.36595143608131653,0.21093989700330437,0.3497100455373687,1.1303332373673716,0.32430346566453855
test,action,sequence_probability,stepwise_bayes_state_plus_double,,50,20,0.525,0.41109398981254514,0.22129533521222627,0.3595654791977014,1.1538468092192926,0.37195066130245613
test,action,sequence_probability,stepwise_bayes_state_plus_continuous,,50,20,0.6116666666666667,0.49991968126301883,0.5371053078869235,0.5411713686266002,4.908217949007278,0.5483350922699463
test,action,sequence_probability,stepwise_bayes_state_plus_tempered,,50,20,0.6016666666666667,0.4296856711026519,0.6493436176677675,0.49780044911439747,2.5455722733547397,0.517323034479136
test,combined,perplexity,feature_last,,50,20,0.5183333333333333,0.4172684041388769,0.13390847100399828,0.2441057992179166,0.6819387948963755,0.06388030361657487
test,combined,perplexity,feature_mean,,50,20,0.43833333333333335,0.38582325174765253,-0.1471136714075568,0.244880252741452,0.6837083933075941,0.06072756976427707
test,combined,perplexity,feature_min,,50,20,0.7383333333333333,0.7134264479930115,0.3739675736343895,0.20471071607203217,0.5941708804054812,0.12417259709566081
test,combined,perplexity,feature_max,,50,20,0.6866666666666666,0.7108142105293156,0.20999501949410884,0.22893450936445212,0.6645051103761566,0.1436392494681756
test,combined,perplexity,feature_median,,50,20,0.5583333333333333,0.5098274216102084,0.08611957263614313,0.2417476170779966,0.6768745300478585,0.07040336067337373
test,combined,perplexity,feature_ewma,,50,20,0.5733333333333334,0.4464920178523042,0.2683834436094014,0.24179575456058727,0.6761444194394616,0.12181677261253565
test,combined,perplexity,feature_fraction_uncertain,,50,20,0.5975,0.7121525020714223,0.005294929910537093,0.24334283053711356,0.6802818844245531,0.05976318856747409
test,combined,perplexity,feature_last_k_mean,,50,20,0.6,0.46589466633832305,0.30920977292771956,0.2425110469996095,0.6776218846468197,0.13562409197135675
test,combined,perplexity,feature_cvar,,50,20,0.56,0.5536392479251739,0.04229214830400783,0.240294398339468,0.6767581034377004,0.06941837721505242
test,combined,perplexity,binary_bayes,,50,20,0.48,0.3769125803652566,0.18175029820752667,0.24669581143577216,0.6873906777416972,0.09871596818230864
test,combined,perplexity,binary_bayes_sep,,50,20,0.5066666666666667,0.3820487647780304,0.2748397047347832,0.30500446589127367,0.8215206709032625,0.3119783656939195
test,combined,perplexity,binary_bayes_lr_pos,,50,20,0.5333333333333333,0.39348477660375003,0.37365400359933104,0.2901163873177402,0.7878873028023647,0.2919912520478947
test,combined,perplexity,binary_bayes_lr_neg,,50,20,0.4866666666666667,0.37138003711333256,0.25030205258769544,0.29215609022130473,0.7787741865673026,0.33224755134674133
test,combined,perplexity,binary_bayes_double,,50,20,0.4816666666666667,0.3668671145624448,0.34347257261181735,0.35169040997743733,0.9809022383022479,0.3635045597158678
test,combined,perplexity,continuous_bayes,,50,20,0.415,0.3420578714259653,0.10960170279531556,0.27821157172523564,0.7563224629807376,0.2852467453307219
test,combined,perplexity,tempered_continuous_bayes,,50,20,0.415,0.3420578714259653,0.10960170279531556,0.24874894529265326,0.6918621531326474,0.1295330243076606
test,combined,perplexity,bayes_state,,50,20,0.8225,0.9011681584773129,0.6743729027404939,0.1632491482613985,0.4968305653934244,0.08803381588087272
test,combined,perplexity,bayes_state_plus_binary,,50,20,0.835,0.7547309931040193,0.7206536887304003,0.16511626086269784,0.4976838472094976,0.11226545817644701
test,combined,perplexity,bayes_state_plus_sep,,50,20,0.765,0.6576329226329226,0.5292926814846793,0.19507345529408116,0.5773602167607393,0.16915764334662678
test,combined,perplexity,bayes_state_plus_lr_pos,,50,20,0.7816666666666666,0.6643628583760163,0.578069172979285,0.18966958441978357,0.5646419316310148,0.13286079625015057
test,combined,perplexity,bayes_state_plus_lr_neg,,50,20,0.7466666666666667,0.6045165763280936,0.663931587138497,0.19807309278898114,0.5735260411747474,0.12316273845751537
test,combined,perplexity,bayes_state_plus_double,,50,20,0.69,0.5373229687185295,0.48009062089660953,0.24615046325391748,0.7216316633874633,0.19893157706020745
test,combined,perplexity,bayes_state_plus_continuous,,50,20,0.7783333333333333,0.6801916418091001,0.5938273217949182,0.1887455648827775,0.5547616659348118,0.17290161174501964
test,combined,perplexity,bayes_state_plus_tempered,,50,20,0.8083333333333333,0.707133029008029,0.6644368294059102,0.16726577032151696,0.5054552127932371,0.12833065316891817
test,combined,perplexity,stepwise_bayes_state,,50,20,0.5833333333333334,0.42344051096801316,0.5690732657959413,0.3417785302452435,1.1141715816542834,0.32955334628431754
test,combined,perplexity,stepwise_bayes_state_plus_binary,,50,20,0.5816666666666667,0.425841984411005,0.4820839379997586,0.3439158250269593,1.114778120295484,0.3534174111632718
test,combined,perplexity,stepwise_bayes_state_plus_sep,,50,20,0.5566666666666666,0.40998068444607344,0.46449094528987406,0.35861057127687473,1.1727169704483518,0.3446045267743487
test,combined,perplexity,stepwise_bayes_state_plus_lr_pos,,50,20,0.56,0.41166310922420657,0.46634134877573846,0.34997028774629674,1.1322525864151691,0.36329948231884135
test,combined,perplexity,stepwise_bayes_state_plus_lr_neg,,50,20,0.5166666666666667,0.38844558717521227,0.44214464591997926,0.3751657514182346,1.1859582362570509,0.405944848378033
test,combined,perplexity,stepwise_bayes_state_plus_double,,50,20,0.5266666666666666,0.3887974610200997,0.4684564258601371,0.38738670132644953,1.2585878179569592,0.4022188155966658
test,combined,perplexity,stepwise_bayes_state_plus_continuous,,50,20,0.5433333333333333,0.40379148657137465,0.4124320295892788,0.36088948385313585,1.1568968593564022,0.39725952511787077
test,combined,perplexity,stepwise_bayes_state_plus_tempered,,50,20,0.5933333333333334,0.4315331881648013,0.5638501527381385,0.3457588885934635,1.1206414490709364,0.36712222444504045
test,combined,sum_logprob,feature_last,,50,20,0.7133333333333334,0.5410907057447905,0.6226931219099411,0.23925424584691626,0.6701561715388351,0.18539096092554314
test,combined,sum_logprob,feature_mean,,50,20,0.7983333333333333,0.7453772889571814,0.5581045156497633,0.21081195681796314,0.6094283386760435,0.18223160277689956
test,combined,sum_logprob,feature_min,,50,20,0.42833333333333334,0.4575243762102129,-0.4142873858303761,0.24629639433794562,0.6869651154779187,0.05321857531430968
test,combined,sum_logprob,feature_max,,50,20,0.8433333333333334,0.7884986280059809,0.8227899456547937,0.17930394897671367,0.5306391926016565,0.13407713511013578
test,combined,sum_logprob,feature_median,,50,20,0.8216666666666667,0.758309190565099,0.6969679274510366,0.20986689448587004,0.6073675514605287,0.11928519064420653
test,combined,sum_logprob,feature_ewma,,50,20,0.7916666666666666,0.667100868596426,0.7141531504060918,0.22168963316258403,0.6307843523508445,0.2282099259379252
test,combined,sum_logprob,feature_fraction_uncertain,,50,20,0.6391666666666667,0.6751609278423467,0.07312736465538311,0.22576520127050528,0.6440360253879328,0.12389645444487844
test,combined,sum_logprob,feature_last_k_mean,,50,20,0.8,0.6727134620785984,0.6969906750204938,0.2241640550129153,0.6368206363248309,0.1763546358116972
test,combined,sum_logprob,feature_cvar,,50,20,0.6683333333333333,0.6064034322735143,0.2913466146015834,0.23310344436484332,0.658219118965133,0.07619782162574933
test,combined,sum_logprob,binary_bayes,,50,20,0.7033333333333334,0.5542777405792966,0.6531653764972858,0.22092320867597506,0.6269938130991423,0.16966262658829054
test,combined,sum_logprob,binary_bayes_sep,,50,20,0.7866666666666666,0.6277680182650265,0.8237681067384743,0.19362075516209035,0.5581932226047063,0.16609697815951846
test,combined,sum_logprob,binary_bayes_lr_pos,,50,20,0.485,0.37127611454742937,0.20835153948787105,0.26332538707861974,0.7225174678635817,0.16229707568564192
test,combined,sum_logprob,binary_bayes_lr_neg,,50,20,0.32,0.30912290596493464,-0.2517104914335352,0.2744522647669993,0.7476809789031654,0.24666080298975762
test,combined,sum_logprob,binary_bayes_double,,50,20,0.355,0.3200043375564969,-0.16525135365151078,0.29974592830007024,0.805828352775474,0.3045819450426453
test,combined,sum_logprob,continuous_bayes,,50,20,0.8516666666666667,0.6904170212181889,0.9165862183774881,0.25525720718331596,0.9105706348588685,0.28663885296421376
test,combined,sum_logprob,tempered_continuous_bayes,,50,20,0.8516666666666667,0.6904170212181889,0.9165862183774881,0.208007414740093,0.5859212713992741,0.2407132086287488
test,combined,sum_logprob,bayes_state,,50,20,0.8225,0.9011681584773129,0.6743729027404939,0.1632491482613985,0.4968305653934244,0.08803381588087272
test,combined,sum_logprob,bayes_state_plus_binary,,50,20,0.9166666666666666,0.916194293000601,0.807168521301259,0.1266101746055372,0.4148752008488061,0.1268075562260379
test,combined,sum_logprob,bayes_state_plus_sep,,50,20,0.9633333333333334,0.9461753320209203,1.0,0.10536542170086513,0.3555304140299752,0.15297947676470633
test,combined,sum_logprob,bayes_state_plus_lr_pos,,50,20,0.8025,0.6781928210678211,0.6413615838493091,0.17409817746295964,0.5252359277325909,0.11401033748964459
test,combined,sum_logprob,bayes_state_plus_lr_neg,,50,20,0.765,0.6479823114111382,0.53578048245658,0.1848357559417184,0.5525978460302609,0.2118902734985994
test,combined,sum_logprob,bayes_state_plus_double,,50,20,0.7466666666666667,0.6405103894749777,0.4833570196772719,0.2002765294226805,0.5929354308289391,0.15304421278284325
test,combined,sum_logprob,bayes_state_plus_continuous,,50,20,0.9016666666666666,0.8151982968740776,0.9330659768482292,0.1702835776818463,0.6339392453478894,0.19251406080642433
test,combined,sum_logprob,bayes_state_plus_tempered,,50,20,0.9533333333333334,0.9463944281524928,0.9505925808332849,0.1130794533919528,0.36993414985218825,0.16189644669184822
test,combined,sum_logprob,stepwise_bayes_state,,50,20,0.5833333333333334,0.42344051096801316,0.5690732657959413,0.3417785302452435,1.1141715816542834,0.32955334628431754
test,combined,sum_logprob,stepwise_bayes_state_plus_binary,,50,20,0.6266666666666667,0.4558258176644515,0.6568697779996943,0.32709362664185193,1.06906884055796,0.34823910471811415
test,combined,sum_logprob,stepwise_bayes_state_plus_sep,,50,20,0.6233333333333333,0.4520904100729255,0.6728852922578133,0.3024768452217059,0.9737647414790309,0.3472432088976097
test,combined,sum_logprob,stepwise_bayes_state_plus_lr_pos,,50,20,0.5616666666666666,0.41061906214333377,0.43914584791211214,0.34244863257538005,1.11456408169155,0.34076105140169644
test,combined,sum_logprob,stepwise_bayes_state_plus_lr_neg,,50,20,0.5566666666666666,0.40886173718952357,0.4188297988445798,0.3474138639891216,1.1379892512049192,0.38336714210196454
test,combined,sum_logprob,stepwise_bayes_state_plus_double,,50,20,0.52,0.3884508452366845,0.4149000938902847,0.3495823897366438,1.1442831027931633,0.3515662428031789
test,combined,sum_logprob,stepwise_bayes_state_plus_continuous,,50,20,0.8133333333333334,0.6660546979536918,0.8614076252148712,0.2766131188823333,1.109884565595394,0.3022001336403465
test,combined,sum_logprob,stepwise_bayes_state_plus_tempered,,50,20,0.68,0.5184470970860705,0.7530023424705263,0.31094643981952236,0.9799527040340434,0.3393375275391251
test,combined,mean_token_logprob,feature_last,,50,20,0.5183333333333333,0.4172684041388769,0.13390847100399828,0.24419416095377508,0.6821207280948391,0.07639908406116654
test,combined,mean_token_logprob,feature_mean,,50,20,0.43666666666666665,0.3851392983263871,-0.15725089125633482,0.24488584698953642,0.6837161095267184,0.06081385802450118
test,combined,mean_token_logprob,feature_min,,50,20,0.6866666666666666,0.7108142105293156,0.20999501949410884,0.22606956534596093,0.6602594230972159,0.13872714407858222
test,combined,mean_token_logprob,feature_max,,50,20,0.7383333333333333,0.7134264479930115,0.3739675736343895,0.20473425301430445,0.5939069189659179,0.1244249775778274
test,combined,mean_token_logprob,feature_median,,50,20,0.5583333333333333,0.5098274216102084,0.08611957263614313,0.24177145980155387,0.6769292223098592,0.08207567526868276
test,combined,mean_token_logprob,feature_ewma,,50,20,0.575,0.44892484351970213,0.28465886064330637,0.24138148111794616,0.6750697759790917,0.13634641806524356
test,combined,mean_token_logprob,feature_fraction_uncertain,,50,20,0.5975,0.7121525020714223,0.005294929910537093,0.24334283053711356,0.6802818844245531,0.05976318856747409
test,combined,mean_token_logprob,feature_last_k_mean,,50,20,0.595,0.4646041293898914,0.3029376260470645,0.24221554138230864,0.6768309586880092,0.1339708656123541
test,combined,mean_token_logprob,feature_cvar,,50,20,0.5616666666666666,0.5523959324171525,0.06665689142471504,0.24034243515362877,0.6778919393553453,0.0701779364316629
test,combined,mean_token_logprob,binary_bayes,,50,20,0.48,0.3769125803652566,0.18175029820752667,0.24669581143577216,0.6873906777416972,0.09871596818230864
test,combined,mean_token_logprob,binary_bayes_sep,,50,20,0.5066666666666667,0.3820487647780304,0.2748397047347832,0.30500446589127367,0.8215206709032625,0.3119783656939195
test,combined,mean_token_logprob,binary_bayes_lr_pos,,50,20,0.5333333333333333,0.39348477660375003,0.37365400359933104,0.2901163873177402,0.7878873028023647,0.2919912520478947
test,combined,mean_token_logprob,binary_bayes_lr_neg,,50,20,0.4866666666666667,0.37138003711333256,0.25030205258769544,0.29215609022130473,0.7787741865673026,0.33224755134674133
test,combined,mean_token_logprob,binary_bayes_double,,50,20,0.4816666666666667,0.3668671145624448,0.34347257261181735,0.35169040997743733,0.9809022383022479,0.3635045597158678
test,combined,mean_token_logprob,continuous_bayes,,50,20,0.45,0.35607340724850356,0.23411108725937804,0.2828480145428464,0.7668215338442752,0.26202888850495043
test,combined,mean_token_logprob,tempered_continuous_bayes,,50,20,0.45,0.35607340724850356,0.23411108725937804,0.24848205072957344,0.691060655919182,0.12928265777811696
test,combined,mean_token_logprob,bayes_state,,50,20,0.8225,0.9011681584773129,0.6743729027404939,0.1632491482613985,0.4968305653934244,0.08803381588087272
test,combined,mean_token_logprob,bayes_state_plus_binary,,50,20,0.835,0.7547309931040193,0.7206536887304003,0.16511626086269784,0.4976838472094976,0.11226545817644701
test,combined,mean_token_logprob,bayes_state_plus_sep,,50,20,0.765,0.6576329226329226,0.5292926814846793,0.19507345529408116,0.5773602167607393,0.16915764334662678
test,combined,mean_token_logprob,bayes_state_plus_lr_pos,,50,20,0.7816666666666666,0.6643628583760163,0.578069172979285,0.18966958441978357,0.5646419316310148,0.13286079625015057
test,combined,mean_token_logprob,bayes_state_plus_lr_neg,,50,20,0.7466666666666667,0.6045165763280936,0.663931587138497,0.19807309278898114,0.5735260411747474,0.12316273845751537
test,combined,mean_token_logprob,bayes_state_plus_double,,50,20,0.69,0.5373229687185295,0.48009062089660953,0.24615046325391748,0.7216316633874633,0.19893157706020745
