state_model,critic,p_pass_success,p_pass_failure,informativeness
episode,all_formats_valid,0.7368421052631579,0.6,0.13684210526315788
episode,all_actions_valid,0.5263157894736842,0.2571428571428571,0.26917293233082706
episode,no_repeated_fallback,0.9473684210526315,0.6285714285714286,0.31879699248120297
stepwise_uq_exps,format_valid,0.9428571428571428,0.9707661290322581,-0.02790898617511528
stepwise_uq_exps,action_valid,0.8761904761904762,0.9153225806451613,-0.03913210445468507
stepwise_uq_exps,no_repeated_fallback,0.9952380952380953,0.9586693548387096,0.036568740399385624
